id,brand,series,material,model,windowType,size,glassType,priceRangeLow,priceRangeHigh,energyRating,uFactor,shgc,warrantyYears,installationIncluded,climateZones,features,popularityScore,customerRating,link
9181,Pella,Impervia,Fiberglass,Impervia Sliding,Sliding,60x72,Double Pane,546,640,Energy Star Certified,0.32,0.35,10,No,"South-Central, Southern","Strongest Material, Weather Resistant, Energy Efficient",88,4.2,https://www.pella.com/
9182,Pella,Impervia,Fiberglass,Impervia Sliding,Sliding,60x72,Double Pane Low-E,627,737,Energy Star Certified,0.28,0.3,10,No,All Zones,"Strongest Material, Weather Resistant, Energy Efficient, Low-E Coating",88,4.2,https://www.pella.com/
9183,Pella,Impervia,Fiberglass,Impervia Sliding,Sliding,60x72,Triple Pane,764,896,Energy Star Certified,0.22,0.25,10,No,"Northern, North-Central, South-Central","Strongest Material, Weather Resistant, Energy Efficient, Superior Insulation",88,4.2,https://www.pella.com/
9184,Pella,Impervia,Fiberglass,Impervia Sliding,Sliding,60x72,Triple Pane Low-E,872,1024,Energy Star Most Efficient,0.18,0.22,10,No,All Zones,"Strongest Material, Weather Resistant, Energy Efficient, Low-E Coating",88,4.2,https://www.pella.com/
9265,Pella,Impervia,Vinyl,Impervia Awning,Awning,24x36,Double Pane,232,272,Energy Star Certified,0.32,0.35,10,No,"South-Central, Southern","Low Maintenance, Never Needs Painting",87,4.2,https://www.pella.com/
9266,Pella,Impervia,Vinyl,Impervia Awning,Awning,24x36,Double Pane Low-E,267,313,Energy Star Certified,0.28,0.3,10,No,All Zones,"Low Maintenance, Never Needs Painting, Low-E Coating, UV Protection",87,4.2,https://www.pella.com/
9267,Pella,Impervia,Vinyl,Impervia Awning,Awning,24x36,Triple Pane,325,381,Energy Star Certified,0.22,0.25,10,No,"Northern, North-Central, South-Central","Low Maintenance, Never Needs Painting, Superior Insulation, Noise Reduction",87,4.2,https://www.pella.com/
9268,Pella,Impervia,Vinyl,Impervia Awning,Awning,24x36,Triple Pane Low-E,371,435,Energy Star Most Efficient,0.18,0.22,10,No,All Zones,"Low Maintenance, Never Needs Painting, Low-E Coating, UV Protection",87,4.2,https://www.pella.com/
9269,Pella,Impervia,Vinyl,Impervia Awning,Awning,36x48,Double Pane,290,340,Energy Star Certified,0.32,0.35,10,No,"South-Central, Southern","Low Maintenance, Never Needs Painting",87,4.2,https://www.pella.com/
9270,Pella,Impervia,Vinyl,Impervia Awning,Awning,36x48,Double Pane Low-E,333,391,Energy Star Certified,0.28,0.3,10,No,All Zones,"Low Maintenance, Never Needs Painting, Low-E Coating, UV Protection",87,4.2,https://www.pella.com/
9271,Pella,Impervia,Vinyl,Impervia Awning,Awning,36x48,Triple Pane,406,476,Energy Star Certified,0.22,0.25,10,No,"Northern, North-Central, South-Central","Low Maintenance, Never Needs Painting, Superior Insulation, Noise Reduction",87,4.2,https://www.pella.com/
9272,Pella,Impervia,Vinyl,Impervia Awning,Awning,36x48,Triple Pane Low-E,464,544,Energy Star Most Efficient,0.18,0.22,10,No,All Zones,"Low Maintenance, Never Needs Painting, Low-E Coating, UV Protection",87,4.2,https://www.pella.com/
9273,Pella,Impervia,Vinyl,Impervia Awning,Awning,48x60,Double Pane,377,443,Energy Star Certified,0.32,0.35,10,No,"South-Central, Southern","Low Maintenance, Never Needs Painting",87,4.2,https://www.pella.com/
9274,Pella,Impervia,Vinyl,Impervia Awning,Awning,48x60,Double Pane Low-E,433,509,Energy Star Certified,0.28,0.3,10,No,All Zones,"Low Maintenance, Never Needs Painting, Low-E Coating, UV Protection",87,4.2,https://www.pella.com/
9275,Pella,Impervia,Vinyl,Impervia Awning,Awning,48x60,Triple Pane,527,619,Energy Star Certified,0.22,0.25,10,No,"Northern, North-Central, South-Central","Low Maintenance, Never Needs Painting, Superior Insulation, Noise Reduction",87,4.2,https://www.pella.com/
9276,Pella,Impervia,Vinyl,Impervia Awning,Awning,48x60,Triple Pane Low-E,603,707,Energy Star Most Efficient,0.18,0.22,10,No,All Zones,"Low Maintenance, Never Needs Painting, Low-E Coating, UV Protection",87,4.2,https://www.pella.com/
9277,Pella,Impervia,Vinyl,Impervia Awning,Awning,60x72,Double Pane,464,544,Energy Star Certified,0.32,0.35,10,No,"South-Central, Southern","Low Maintenance, Never Needs Painting",87,4.2,https://www.pella.com/
9278,Pella,Impervia,Vinyl,Impervia Awning,Awning,60x72,Double Pane Low-E,534,626,Energy Star Certified,0.28,0.3,10,No,All Zones,"Low Maintenance, Never Needs Painting, Low-E Coating, UV Protection",87,4.2,https://www.pella.com/
9279,Pella,Impervia,Vinyl,Impervia Awning,Awning,60x72,Triple Pane,650,762,Energy Star Certified,0.22,0.25,10,No,"Northern, North-Central, South-Central","Low Maintenance, Never Needs Painting, Superior Insulation, Noise Reduction",87,4.2,https://www.pella.com/
9280,Pella,Impervia,Vinyl,Impervia Awning,Awning,60x72,Triple Pane Low-E,742,870,Energy Star Most Efficient,0.18,0.22,10,No,All Zones,"Low Maintenance, Never Needs Painting, Low-E Coating, UV Protection",87,4.2,https://www.pella.com/
9313,Pella,Impervia,Vinyl,Impervia Bay,Bay,24x36,Double Pane,552,648,Energy Star Certified,0.32,0.35,10,No,"South-Central, Southern","Low Maintenance, Never Needs Painting, Increased Interior Space, More Natural Light",87,4.2,https://www.pella.com/
9314,Pella,Impervia,Vinyl,Impervia Bay,Bay,24x36,Double Pane Low-E,635,745,Energy Star Certified,0.28,0.3,10,No,All Zones,"Low Maintenance, Never Needs Painting, Low-E Coating, UV Protection",87,4.2,https://www.pella.com/
9315,Pella,Impervia,Vinyl,Impervia Bay,Bay,24x36,Triple Pane,773,907,Energy Star Certified,0.22,0.25,10,No,"Northern, North-Central, South-Central","Low Maintenance, Never Needs Painting, Superior Insulation, Noise Reduction",87,4.2,https://www.pella.com/
9316,Pella,Impervia,Vinyl,Impervia Bay,Bay,24x36,Triple Pane Low-E,883,1037,Energy Star Most Efficient,0.18,0.22,10,No,All Zones,"Low Maintenance, Never Needs Painting, Low-E Coating, UV Protection",87,4.2,https://www.pella.com/
9317,Pella,Impervia,Vinyl,Impervia Bay,Bay,36x48,Double Pane,690,810,Energy Star Certified,0.32,0.35,10,No,"South-Central, Southern","Low Maintenance, Never Needs Painting, Increased Interior Space, More Natural Light",87,4.2,https://www.pella.com/
9318,Pella,Impervia,Vinyl,Impervia Bay,Bay,36x48,Double Pane Low-E,793,931,Energy Star Certified,0.28,0.3,10,No,All Zones,"Low Maintenance, Never Needs Painting, Low-E Coating, UV Protection",87,4.2,https://www.pella.com/
9319,Pella,Impervia,Vinyl,Impervia Bay,Bay,36x48,Triple Pane,966,1134,Energy Star Certified,0.22,0.25,10,No,"Northern, North-Central, South-Central","Low Maintenance, Never Needs Painting, Superior Insulation, Noise Reduction",87,4.2,https://www.pella.com/
9320,Pella,Impervia,Vinyl,Impervia Bay,Bay,36x48,Triple Pane Low-E,1104,1296,Energy Star Most Efficient,0.18,0.22,10,No,All Zones,"Low Maintenance, Never Needs Painting, Low-E Coating, UV Protection",87,4.2,https://www.pella.com/
9321,Pella,Impervia,Vinyl,Impervia Bay,Bay,48x60,Double Pane,897,1053,Energy Star Certified,0.32,0.35,10,No,"South-Central, Southern","Low Maintenance, Never Needs Painting, Increased Interior Space, More Natural Light",87,4.2,https://www.pella.com/
9322,Pella,Impervia,Vinyl,Impervia Bay,Bay,48x60,Double Pane Low-E,1031,1211,Energy Star Certified,0.28,0.3,10,No,All Zones,"Low Maintenance, Never Needs Painting, Low-E Coating, UV Protection",87,4.2,https://www.pella.com/
9323,Pella,Impervia,Vinyl,Impervia Bay,Bay,48x60,Triple Pane,1256,1474,Energy Star Certified,0.22,0.25,10,No,"Northern, North-Central, South-Central","Low Maintenance, Never Needs Painting, Superior Insulation, Noise Reduction",87,4.2,https://www.pella.com/
9324,Pella,Impervia,Vinyl,Impervia Bay,Bay,48x60,Triple Pane Low-E,1435,1685,Energy Star Most Efficient,0.18,0.22,10,No,All Zones,"Low Maintenance, Never Needs Painting, Low-E Coating, UV Protection",87,4.2,https://www.pella.com/
9325,Pella,Impervia,Vinyl,Impervia Bay,Bay,60x72,Double Pane,1104,1296,Energy Star Certified,0.32,0.35,10,No,"South-Central, Southern","Low Maintenance, Never Needs Painting, Increased Interior Space, More Natural Light",87,4.2,https://www.pella.com/
9326,Pella,Impervia,Vinyl,Impervia Bay,Bay,60x72,Double Pane Low-E,1270,1490,Energy Star Certified,0.28,0.3,10,No,All Zones,"Low Maintenance, Never Needs Painting, Low-E Coating, UV Protection",87,4.2,https://www.pella.com/
9327,Pella,Impervia,Vinyl,Impervia Bay,Bay,60x72,Triple Pane,1546,1814,Energy Star Certified,0.22,0.25,10,No,"Northern, North-Central, South-Central","Low Maintenance, Never Needs Painting, Superior Insulation, Noise Reduction",87,4.2,https://www.pella.com/
9328,Pella,Impervia,Vinyl,Impervia Bay,Bay,60x72,Triple Pane Low-E,1766,2074,Energy Star Most Efficient,0.18,0.22,10,No,All Zones,"Low Maintenance, Never Needs Painting, Low-E Coating, UV Protection",87,4.2,https://www.pella.com/
9329,Pella,Impervia,Vinyl,Impervia Bow,Bow,24x36,Double Pane,662,778,Energy Star Certified,0.32,0.35,10,No,"South-Central, Southern","Low Maintenance, Never Needs Painting, Increased Interior Space, More Natural Light",87,4.2,https://www.pella.com/
9330,Pella,Impervia,Vinyl,Impervia Bow,Bow,24x36,Double Pane Low-E,762,894,Energy Star Certified,0.28,0.3,10,No,All Zones,"Low Maintenance, Never Needs Painting, Low-E Coating, UV Protection",87,4.2,https://www.pella.com/
9331,Pella,Impervia,Vinyl,Impervia Bow,Bow,24x36,Triple Pane,927,1089,Energy Star Certified,0.22,0.25,10,No,"Northern, North-Central, South-Central","Low Maintenance, Never Needs Painting, Superior Insulation, Noise Reduction",87,4.2,https://www.pella.com/
9332,Pella,Impervia,Vinyl,Impervia Bow,Bow,24x36,Triple Pane Low-E,1060,1244,Energy Star Most Efficient,0.18,0.22,10,No,All Zones,"Low Maintenance, Never Needs Painting, Low-E Coating, UV Protection",87,4.2,https://www.pella.com/
9333,Pella,Impervia,Vinyl,Impervia Bow,Bow,36x48,Double Pane,828,972,Energy Star Certified,0.32,0.35,10,No,"South-Central, Southern","Low Maintenance, Never Needs Painting, Increased Interior Space, More Natural Light",87,4.2,https://www.pella.com/
9334,Pella,Impervia,Vinyl,Impervia Bow,Bow,36x48,Double Pane Low-E,952,1118,Energy Star Certified,0.28,0.3,10,No,All Zones,"Low Maintenance, Never Needs Painting, Low-E Coating, UV Protection",87,4.2,https://www.pella.com/
9335,Pella,Impervia,Vinyl,Impervia Bow,Bow,36x48,Triple Pane,1159,1361,Energy Star Certified,0.22,0.25,10,No,"Northern, North-Central, South-Central","Low Maintenance, Never Needs Painting, Superior Insulation, Noise Reduction",87,4.2,https://www.pella.com/
9336,Pella,Impervia,Vinyl,Impervia Bow,Bow,36x48,Triple Pane Low-E,1325,1555,Energy Star Most Efficient,0.18,0.22,10,No,All Zones,"Low Maintenance, Never Needs Painting, Low-E Coating, UV Protection",87,4.2,https://www.pella.com/
9337,Pella,Impervia,Vinyl,Impervia Bow,Bow,48x60,Double Pane,1076,1264,Energy Star Certified,0.32,0.35,10,No,"South-Central, Southern","Low Maintenance, Never Needs Painting, Increased Interior Space, More Natural Light",87,4.2,https://www.pella.com/
9338,Pella,Impervia,Vinyl,Impervia Bow,Bow,48x60,Double Pane Low-E,1237,1453,Energy Star Certified,0.28,0.3,10,No,All Zones,"Low Maintenance, Never Needs Painting, Low-E Coating, UV Protection",87,4.2,https://www.pella.com/
9339,Pella,Impervia,Vinyl,Impervia Bow,Bow,48x60,Triple Pane,1507,1769,Energy Star Certified,0.22,0.25,10,No,"Northern, North-Central, South-Central","Low Maintenance, Never Needs Painting, Superior Insulation, Noise Reduction",87,4.2,https://www.pella.com/
9340,Pella,Impervia,Vinyl,Impervia Bow,Bow,48x60,Triple Pane Low-E,1722,2022,Energy Star Most Efficient,0.18,0.22,10,No,All Zones,"Low Maintenance, Never Needs Painting, Low-E Coating, UV Protection",87,4.2,https://www.pella.com/
9341,Pella,Impervia,Vinyl,Impervia Bow,Bow,60x72,Double Pane,1325,1555,Energy Star Certified,0.32,0.35,10,No,"South-Central, Southern","Low Maintenance, Never Needs Painting, Increased Interior Space, More Natural Light",87,4.2,https://www.pella.com/
9342,Pella,Impervia,Vinyl,Impervia Bow,Bow,60x72,Double Pane Low-E,1524,1788,Energy Star Certified,0.28,0.3,10,No,All Zones,"Low Maintenance, Never Needs Painting, Low-E Coating, UV Protection",87,4.2,https://www.pella.com/
9343,Pella,Impervia,Vinyl,Impervia Bow,Bow,60x72,Triple Pane,1855,2177,Energy Star Certified,0.22,0.25,10,No,"Northern, North-Central, South-Central","Low Maintenance, Never Needs Painting, Superior Insulation, Noise Reduction",87,4.2,https://www.pella.com/
9344,Pella,Impervia,Vinyl,Impervia Bow,Bow,60x72,Triple Pane Low-E,2120,2488,Energy Star Most Efficient,0.18,0.22,10,No,All Zones,"Low Maintenance, Never Needs Painting, Low-E Coating, UV Protection",87,4.2,https://www.pella.com/
9249,Pella,Impervia,Vinyl,Impervia Casement,Casement,24x36,Double Pane,243,285,Energy Star Certified,0.32,0.35,10,No,"South-Central, Southern","Low Maintenance, Never Needs Painting, Easy-Crank Operation, Maximum Ventilation",90,4.2,https://www.pella.com/
9250,Pella,Impervia,Vinyl,Impervia Casement,Casement,24x36,Double Pane Low-E,280,328,Energy Star Certified,0.28,0.3,10,No,All Zones,"Low Maintenance, Never Needs Painting, Low-E Coating, UV Protection",90,4.2,https://www.pella.com/
9251,Pella,Impervia,Vinyl,Impervia Casement,Casement,24x36,Triple Pane,340,400,Energy Star Certified,0.22,0.25,10,No,"Northern, North-Central, South-Central","Low Maintenance, Never Needs Painting, Superior Insulation, Noise Reduction",90,4.2,https://www.pella.com/
9252,Pella,Impervia,Vinyl,Impervia Casement,Casement,24x36,Triple Pane Low-E,388,456,Energy Star Most Efficient,0.18,0.22,10,No,All Zones,"Low Maintenance, Never Needs Painting, Low-E Coating, UV Protection",90,4.2,https://www.pella.com/
9253,Pella,Impervia,Vinyl,Impervia Casement,Casement,36x48,Double Pane,304,356,Energy Star Certified,0.32,0.35,10,No,"South-Central, Southern","Low Maintenance, Never Needs Painting, Easy-Crank Operation, Maximum Ventilation",90,4.2,https://www.pella.com/
9254,Pella,Impervia,Vinyl,Impervia Casement,Casement,36x48,Double Pane Low-E,350,410,Energy Star Certified,0.28,0.3,10,No,All Zones,"Low Maintenance, Never Needs Painting, Low-E Coating, UV Protection",90,4.2,https://www.pella.com/
9255,Pella,Impervia,Vinyl,Impervia Casement,Casement,36x48,Triple Pane,425,499,Energy Star Certified,0.22,0.25,10,No,"Northern, North-Central, South-Central","Low Maintenance, Never Needs Painting, Superior Insulation, Noise Reduction",90,4.2,https://www.pella.com/
9256,Pella,Impervia,Vinyl,Impervia Casement,Casement,36x48,Triple Pane Low-E,486,570,Energy Star Most Efficient,0.18,0.22,10,No,All Zones,"Low Maintenance, Never Needs Painting, Low-E Coating, UV Protection",90,4.2,https://www.pella.com/
9257,Pella,Impervia,Vinyl,Impervia Casement,Casement,48x60,Double Pane,395,463,Energy Star Certified,0.32,0.35,10,No,"South-Central, Southern","Low Maintenance, Never Needs Painting, Easy-Crank Operation, Maximum Ventilation",90,4.2,https://www.pella.com/
9258,Pella,Impervia,Vinyl,Impervia Casement,Casement,48x60,Double Pane Low-E,454,532,Energy Star Certified,0.28,0.3,10,No,All Zones,"Low Maintenance, Never Needs Painting, Low-E Coating, UV Protection",90,4.2,https://www.pella.com/
9259,Pella,Impervia,Vinyl,Impervia Casement,Casement,48x60,Triple Pane,553,649,Energy Star Certified,0.22,0.25,10,No,"Northern, North-Central, South-Central","Low Maintenance, Never Needs Painting, Superior Insulation, Noise Reduction",90,4.2,https://www.pella.com/
9260,Pella,Impervia,Vinyl,Impervia Casement,Casement,48x60,Triple Pane Low-E,631,741,Energy Star Most Efficient,0.18,0.22,10,No,All Zones,"Low Maintenance, Never Needs Painting, Low-E Coating, UV Protection",90,4.2,https://www.pella.com/
9261,Pella,Impervia,Vinyl,Impervia Casement,Casement,60x72,Double Pane,486,570,Energy Star Certified,0.32,0.35,10,No,"South-Central, Southern","Low Maintenance, Never Needs Painting, Easy-Crank Operation, Maximum Ventilation",90,4.2,https://www.pella.com/
9262,Pella,Impervia,Vinyl,Impervia Casement,Casement,60x72,Double Pane Low-E,558,656,Energy Star Certified,0.28,0.3,10,No,All Zones,"Low Maintenance, Never Needs Painting, Low-E Coating, UV Protection",90,4.2,https://www.pella.com/
9263,Pella,Impervia,Vinyl,Impervia Casement,Casement,60x72,Triple Pane,680,798,Energy Star Certified,0.22,0.25,10,No,"Northern, North-Central, South-Central","Low Maintenance, Never Needs Painting, Superior Insulation, Noise Reduction",90,4.2,https://www.pella.com/
9264,Pella,Impervia,Vinyl,Impervia Casement,Casement,60x72,Triple Pane Low-E,777,913,Energy Star Most Efficient,0.18,0.22,10,No,All Zones,"Low Maintenance, Never Needs Painting, Low-E Coating, UV Protection",90,4.2,https://www.pella.com/
9217,Pella,Impervia,Vinyl,Impervia Double-Hung,Double-Hung,24x36,Double Pane,221,259,Energy Star Certified,0.32,0.35,10,No,"South-Central, Southern","Low Maintenance, Never Needs Painting, Easy Cleaning, Classic Design",92,4.2,https://www.pella.com/
9218,Pella,Impervia,Vinyl,Impervia Double-Hung,Double-Hung,24x36,Double Pane Low-E,254,298,Energy Star Certified,0.28,0.3,10,No,All Zones,"Low Maintenance, Never Needs Painting, Low-E Coating, UV Protection",92,4.2,https://www.pella.com/
9219,Pella,Impervia,Vinyl,Impervia Double-Hung,Double-Hung,24x36,Triple Pane,309,363,Energy Star Certified,0.22,0.25,10,No,"Northern, North-Central, South-Central","Low Maintenance, Never Needs Painting, Superior Insulation, Noise Reduction",92,4.2,https://www.pella.com/
9220,Pella,Impervia,Vinyl,Impervia Double-Hung,Double-Hung,24x36,Triple Pane Low-E,353,415,Energy Star Most Efficient,0.18,0.22,10,No,All Zones,"Low Maintenance, Never Needs Painting, Low-E Coating, UV Protection",92,4.2,https://www.pella.com/
9221,Pella,Impervia,Vinyl,Impervia Double-Hung,Double-Hung,36x48,Double Pane,276,324,Energy Star Certified,0.32,0.35,10,No,"South-Central, Southern","Low Maintenance, Never Needs Painting, Easy Cleaning, Classic Design",92,4.2,https://www.pella.com/
9222,Pella,Impervia,Vinyl,Impervia Double-Hung,Double-Hung,36x48,Double Pane Low-E,317,373,Energy Star Certified,0.28,0.3,10,No,All Zones,"Low Maintenance, Never Needs Painting, Low-E Coating, UV Protection",92,4.2,https://www.pella.com/
9223,Pella,Impervia,Vinyl,Impervia Double-Hung,Double-Hung,36x48,Triple Pane,386,454,Energy Star Certified,0.22,0.25,10,No,"Northern, North-Central, South-Central","Low Maintenance, Never Needs Painting, Superior Insulation, Noise Reduction",92,4.2,https://www.pella.com/
9224,Pella,Impervia,Vinyl,Impervia Double-Hung,Double-Hung,36x48,Triple Pane Low-E,442,518,Energy Star Most Efficient,0.18,0.22,10,No,All Zones,"Low Maintenance, Never Needs Painting, Low-E Coating, UV Protection",92,4.2,https://www.pella.com/
9225,Pella,Impervia,Vinyl,Impervia Double-Hung,Double-Hung,48x60,Double Pane,359,421,Energy Star Certified,0.32,0.35,10,No,"South-Central, Southern","Low Maintenance, Never Needs Painting, Easy Cleaning, Classic Design",92,4.2,https://www.pella.com/
9226,Pella,Impervia,Vinyl,Impervia Double-Hung,Double-Hung,48x60,Double Pane Low-E,412,484,Energy Star Certified,0.28,0.3,10,No,All Zones,"Low Maintenance, Never Needs Painting, Low-E Coating, UV Protection",92,4.2,https://www.pella.com/
9227,Pella,Impervia,Vinyl,Impervia Double-Hung,Double-Hung,48x60,Triple Pane,502,590,Energy Star Certified,0.22,0.25,10,No,"Northern, North-Central, South-Central","Low Maintenance, Never Needs Painting, Superior Insulation, Noise Reduction",92,4.2,https://www.pella.com/
9228,Pella,Impervia,Vinyl,Impervia Double-Hung,Double-Hung,48x60,Triple Pane Low-E,574,674,Energy Star Most Efficient,0.18,0.22,10,No,All Zones,"Low Maintenance, Never Needs Painting, Low-E Coating, UV Protection",92,4.2,https://www.pella.com/
9229,Pella,Impervia,Vinyl,Impervia Double-Hung,Double-Hung,60x72,Double Pane,442,518,Energy Star Certified,0.32,0.35,10,No,"South-Central, Southern","Low Maintenance, Never Needs Painting, Easy Cleaning, Classic Design",92,4.2,https://www.pella.com/
9230,Pella,Impervia,Vinyl,Impervia Double-Hung,Double-Hung,60x72,Double Pane Low-E,508,596,Energy Star Certified,0.28,0.3,10,No,All Zones,"Low Maintenance, Never Needs Painting, Low-E Coating, UV Protection",92,4.2,https://www.pella.com/
9231,Pella,Impervia,Vinyl,Impervia Double-Hung,Double-Hung,60x72,Triple Pane,618,726,Energy Star Certified,0.22,0.25,10,No,"Northern, North-Central, South-Central","Low Maintenance, Never Needs Painting, Superior Insulation, Noise Reduction",92,4.2,https://www.pella.com/
9232,Pella,Impervia,Vinyl,Impervia Double-Hung,Double-Hung,60x72,Triple Pane Low-E,707,829,Energy Star Most Efficient,0.18,0.22,10,No,All Zones,"Low Maintenance, Never Needs Painting, Low-E Coating, UV Protection",92,4.2,https://www.pella.com/
9281,Pella,Impervia,Vinyl,Impervia Picture,Picture,24x36,Double Pane,188,220,Energy Star Certified,0.32,0.35,10,No,"South-Central, Southern","Low Maintenance, Never Needs Painting",87,4.2,https://www.pella.com/
9282,Pella,Impervia,Vinyl,Impervia Picture,Picture,24x36,Double Pane Low-E,216,254,Energy Star Certified,0.28,0.3,10,No,All Zones,"Low Maintenance, Never Needs Painting, Low-E Coating, UV Protection",87,4.2,https://www.pella.com/
9283,Pella,Impervia,Vinyl,Impervia Picture,Picture,24x36,Triple Pane,263,309,Energy Star Certified,0.22,0.25,10,No,"Northern, North-Central, South-Central","Low Maintenance, Never Needs Painting, Superior Insulation, Noise Reduction",87,4.2,https://www.pella.com/
9284,Pella,Impervia,Vinyl,Impervia Picture,Picture,24x36,Triple Pane Low-E,300,352,Energy Star Most Efficient,0.18,0.22,10,No,All Zones,"Low Maintenance, Never Needs Painting, Low-E Coating, UV Protection",87,4.2,https://www.pella.com/
9285,Pella,Impervia,Vinyl,Impervia Picture,Picture,36x48,Double Pane,235,275,Energy Star Certified,0.32,0.35,10,No,"South-Central, Southern","Low Maintenance, Never Needs Painting",87,4.2,https://www.pella.com/
9286,Pella,Impervia,Vinyl,Impervia Picture,Picture,36x48,Double Pane Low-E,270,316,Energy Star Certified,0.28,0.3,10,No,All Zones,"Low Maintenance, Never Needs Painting, Low-E Coating, UV Protection",87,4.2,https://www.pella.com/
9287,Pella,Impervia,Vinyl,Impervia Picture,Picture,36x48,Triple Pane,328,386,Energy Star Certified,0.22,0.25,10,No,"Northern, North-Central, South-Central","Low Maintenance, Never Needs Painting, Superior Insulation, Noise Reduction",87,4.2,https://www.pella.com/
9288,Pella,Impervia,Vinyl,Impervia Picture,Picture,36x48,Triple Pane Low-E,375,441,Energy Star Most Efficient,0.18,0.22,10,No,All Zones,"Low Maintenance, Never Needs Painting, Low-E Coating, UV Protection",87,4.2,https://www.pella.com/
9289,Pella,Impervia,Vinyl,Impervia Picture,Picture,48x60,Double Pane,305,359,Energy Star Certified,0.32,0.35,10,No,"South-Central, Southern","Low Maintenance, Never Needs Painting",87,4.2,https://www.pella.com/
9290,Pella,Impervia,Vinyl,Impervia Picture,Picture,48x60,Double Pane Low-E,351,411,Energy Star Certified,0.28,0.3,10,No,All Zones,"Low Maintenance, Never Needs Painting, Low-E Coating, UV Protection",87,4.2,https://www.pella.com/
9291,Pella,Impervia,Vinyl,Impervia Picture,Picture,48x60,Triple Pane,427,501,Energy Star Certified,0.22,0.25,10,No,"Northern, North-Central, South-Central","Low Maintenance, Never Needs Painting, Superior Insulation, Noise Reduction",87,4.2,https://www.pella.com/
9292,Pella,Impervia,Vinyl,Impervia Picture,Picture,48x60,Triple Pane Low-E,488,572,Energy Star Most Efficient,0.18,0.22,10,No,All Zones,"Low Maintenance, Never Needs Painting, Low-E Coating, UV Protection",87,4.2,https://www.pella.com/
9293,Pella,Impervia,Vinyl,Impervia Picture,Picture,60x72,Double Pane,375,441,Energy Star Certified,0.32,0.35,10,No,"South-Central, Southern","Low Maintenance, Never Needs Painting",87,4.2,https://www.pella.com/
9294,Pella,Impervia,Vinyl,Impervia Picture,Picture,60x72,Double Pane Low-E,431,507,Energy Star Certified,0.28,0.3,10,No,All Zones,"Low Maintenance, Never Needs Painting, Low-E Coating, UV Protection",87,4.2,https://www.pella.com/
9295,Pella,Impervia,Vinyl,Impervia Picture,Picture,60x72,Triple Pane,525,617,Energy Star Certified,0.22,0.25,10,No,"Northern, North-Central, South-Central","Low Maintenance, Never Needs Painting, Superior Insulation, Noise Reduction",87,4.2,https://www.pella.com/
9296,Pella,Impervia,Vinyl,Impervia Picture,Picture,60x72,Triple Pane Low-E,601,705,Energy Star Most Efficient,0.18,0.22,10,No,All Zones,"Low Maintenance, Never Needs Painting, Low-E Coating, UV Protection",87,4.2,https://www.pella.com/
9233,Pella,Impervia,Vinyl,Impervia Single-Hung,Single-Hung,24x36,Double Pane,199,233,Energy Star Certified,0.32,0.35,10,No,"South-Central, Southern","Low Maintenance, Never Needs Painting",87,4.2,https://www.pella.com/
9234,Pella,Impervia,Vinyl,Impervia Single-Hung,Single-Hung,24x36,Double Pane Low-E,228,268,Energy Star Certified,0.28,0.3,10,No,All Zones,"Low Maintenance, Never Needs Painting, Low-E Coating, UV Protection",87,4.2,https://www.pella.com/
9235,Pella,Impervia,Vinyl,Impervia Single-Hung,Single-Hung,24x36,Triple Pane,278,326,Energy Star Certified,0.22,0.25,10,No,"Northern, North-Central, South-Central","Low Maintenance, Never Needs Painting, Superior Insulation, Noise Reduction",87,4.2,https://www.pella.com/
9236,Pella,Impervia,Vinyl,Impervia Single-Hung,Single-Hung,24x36,Triple Pane Low-E,318,374,Energy Star Most Efficient,0.18,0.22,10,No,All Zones,"Low Maintenance, Never Needs Painting, Low-E Coating, UV Protection",87,4.2,https://www.pella.com/
9237,Pella,Impervia,Vinyl,Impervia Single-Hung,Single-Hung,36x48,Double Pane,248,292,Energy Star Certified,0.32,0.35,10,No,"South-Central, Southern","Low Maintenance, Never Needs Painting",87,4.2,https://www.pella.com/
9238,Pella,Impervia,Vinyl,Impervia Single-Hung,Single-Hung,36x48,Double Pane Low-E,285,335,Energy Star Certified,0.28,0.3,10,No,All Zones,"Low Maintenance, Never Needs Painting, Low-E Coating, UV Protection",87,4.2,https://www.pella.com/
9239,Pella,Impervia,Vinyl,Impervia Single-Hung,Single-Hung,36x48,Triple Pane,348,408,Energy Star Certified,0.22,0.25,10,No,"Northern, North-Central, South-Central","Low Maintenance, Never Needs Painting, Superior Insulation, Noise Reduction",87,4.2,https://www.pella.com/
9240,Pella,Impervia,Vinyl,Impervia Single-Hung,Single-Hung,36x48,Triple Pane Low-E,397,467,Energy Star Most Efficient,0.18,0.22,10,No,All Zones,"Low Maintenance, Never Needs Painting, Low-E Coating, UV Protection",87,4.2,https://www.pella.com/
9241,Pella,Impervia,Vinyl,Impervia Single-Hung,Single-Hung,48x60,Double Pane,323,379,Energy Star Certified,0.32,0.35,10,No,"South-Central, Southern","Low Maintenance, Never Needs Painting",87,4.2,https://www.pella.com/
9242,Pella,Impervia,Vinyl,Impervia Single-Hung,Single-Hung,48x60,Double Pane Low-E,372,436,Energy Star Certified,0.28,0.3,10,No,All Zones,"Low Maintenance, Never Needs Painting, Low-E Coating, UV Protection",87,4.2,https://www.pella.com/
